Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,Total_Value
MED9047,Paracetamol,Syrup,129.0,117.54,Apollo Meds,2028-06-06,12-05-2025,98.0,No,173.0,Shelf 2,15162.660000000002
MED9048,Omeprazole,Capsule,377.0,475.07,Wellness Pharma,2026-09-25,12-06-2025,10.0,No,38.0,Rack B,179101.38999999998
MED9049,Insulin,Injection,429.0,316.54,Pharmaplus,2027-05-18,24-09-2025,17.0,No,139.0,Rack B,135795.66
MED9050,Vitamin C,Syrup,418.0,247.26,Apollo Meds,2027-09-08,23-12-2025,100.0,No,178.0,Rack A,103354.68
MED9051,Omeprazole,Syrup,22.0,236.32,Pharmaplus,2029-01-29,24-11-2025,40.0,Yes,248.0,Rack C,5199.04
MED9052,Vitamin C,Tablet,446.0,53.25,Apollo Meds,2027-08-11,27-06-2025,64.0,No,15.0,Shelf 2,23749.5
MED9053,Metfromin,Syrup,152.0,395.43,Caremed Pvt Ltd,2027-06-18,06-05-2025,81.0,No,50.0,Cold Storage,60105.36
MED9054,Vitamin C,Syrup,295.0,430.76,Pharmaplus,2027-09-10,23-10-2025,25.0,No,239.0,Rack C,127074.2
MED9055,Dolo 682,Injection,106.0,99.32,Medisupply Co.,2028-01-05,22-06-2025,54.0,Yes,27.0,Rack B,10527.92
MED9056,Insulin,Capsule,326.0,99.18,Apollo Meds,2027-03-04,04-04-2025,36.0,No,141.0,Rack A,32332.680000000004
MED9057,Azithromycin,Syrup,147.0,392.85,Apollo Meds,2029-03-29,26-10-2025,11.0,No,268.0,Rack A,57748.950000000004
MED9058,Ibuprofen,Capsule,375.0,326.77,Caremed Pvt Ltd,2027-06-29,21-04-2025,72.0,No,67.0,Rack C,122538.75
MED9059,Vitamin C,Capsule,368.0,392.83,Wellness Pharma,2028-07-26,23-05-2025,74.0,Yes,98.0,Shelf 2,144561.44
MED9060,Cetirizine,Tablet,235.0,220.38,Pharmaplus,2026-11-18,06-08-2025,73.0,Yes,188.0,Rack A,51789.299999999996
MED9061,Azithromycin,Syrup,70.0,106.34,Healthcare Distributors,2026-10-25,01-03-2025,39.0,No,218.0,Rack A,7443.8
MED9062,Cetirizine,Syrup,490.0,27.72,Medisupply Co.,2028-12-15,17-07-2025,36.0,Yes,215.0,Shelf 1,13582.8
MED9063,Paracetamol,Tablet,452.0,476.21,Healthcare Distributors,2028-03-08,03-08-2025,54.0,Yes,129.0,Shelf 1,215246.91999999998
MED9064,Omeprazole,Tablet,234.0,314.03,Medisupply Co.,2027-08-12,15-07-2025,94.0,Yes,167.0,Shelf 1,73483.01999999999
MED9065,Insulin,Tablet,244.0,339.6,Pharmaplus,2027-01-31,03-12-2025,25.0,Yes,173.0,Shelf 2,82862.40000000001
MED9066,Vitamin C,Tablet,399.0,247.64,Caremed Pvt Ltd,2027-12-02,12-02-2025,24.0,Yes,161.0,Rack A,98808.36
MED9067,Omeprazole,Injection,467.0,26.12,Healthcare Distributors,2026-10-25,20-02-2025,22.0,Yes,229.0,Rack A,12198.04
MED9068,Vitamin C,Tablet,77.0,79.63,Wellness Pharma,2028-04-28,23-04-2025,17.0,Yes,113.0,Shelf 1,6131.509999999999
MED9069,Metfromin,Tablet,435.0,454.96,Healthcare Distributors,2027-05-13,21-09-2025,88.0,No,228.0,Rack A,197907.59999999998
MED9070,Vitamin C,Capsule,436.0,483.22,Healthcare Distributors,2028-01-11,15-06-2025,59.0,Yes,140.0,Rack C,210683.92
MED9071,Dolo 681,Syrup,190.0,306.2,Wellness Pharma,2026-01-05,08-02-2025,39.0,Yes,227.0,Rack C,58178.0
MED9072,Insulin,Tablet,48.0,300.24,Healthcare Distributors,2028-01-12,05-01-2025,20.0,No,175.0,Rack C,14411.52
MED9073,Paracetamol,Syrup,486.0,371.19,Apollo Meds,2029-01-26,10-04-2025,75.0,No,191.0,Rack A,180398.34
MED9074,Metfromin,Injection,252.0,460.12,Medisupply Co.,2027-11-02,10-06-2025,84.0,No,198.0,Rack A,115950.24
MED9075,Amoxicillin,Syrup,57.0,20.41,Medisupply Co.,2028-10-01,09-04-2025,39.0,No,103.0,Cold Storage,1163.3700000000001
MED9076,Ibuprofen,Capsule,207.0,153.47,Caremed Pvt Ltd,2028-10-02,05-07-2025,16.0,No,167.0,Rack A,31768.29
MED9077,Azithromycin,Capsule,464.0,431.93,Healthcare Distributors,2028-01-30,27-05-2025,31.0,No,129.0,Rack B,200415.52
MED9078,Ibuprofen,Syrup,117.0,248.85,Medisupply Co.,2027-05-05,14-01-2025,18.0,No,100.0,Rack C,29115.45
MED9079,Vitamin C,Capsule,79.0,37.5,Caremed Pvt Ltd,2027-01-01,25-07-2025,100.0,Yes,63.0,Cold Storage,2962.5
MED9080,Cetirizine,Tablet,35.0,81.35,Healthcare Distributors,2028-03-03,17-11-2025,70.0,No,215.0,Rack A,2847.25
MED9081,Azithromycin,Syrup,44.0,416.48,Pharmaplus,2028-06-22,23-10-2025,73.0,Yes,11.0,Cold Storage,18325.120000000003
MED9082,Cetirizine,Tablet,424.0,248.29,Caremed Pvt Ltd,2027-02-17,06-08-2025,59.0,No,88.0,Shelf 1,105274.95999999999
MED9083,Paracetamol,Capsule,178.0,160.52,Pharmaplus,2028-10-05,13-12-2025,58.0,Yes,70.0,Rack C,28572.56
MED9084,Omeprazole,Capsule,178.0,177.58,Healthcare Distributors,2029-01-26,26-11-2025,54.0,Yes,136.0,Shelf 2,31609.24
MED9085,Insulin,Capsule,286.0,208.22,Caremed Pvt Ltd,2028-07-14,24-02-2025,34.0,Yes,222.0,Shelf 1,59550.92
MED9086,Vitamin C,Capsule,462.0,315.23,Wellness Pharma,2026-04-08,08-11-2025,22.0,No,232.0,Rack A,145636.26
MED9087,Omeprazole,Injection,113.0,335.95,Pharmaplus,2028-08-06,30-03-2025,44.0,Yes,253.0,Shelf 1,37962.35
MED9088,Vitamin C,Injection,453.0,296.22,Medisupply Co.,2028-07-10,16-12-2025,11.0,Yes,176.0,Cold Storage,134187.66
MED9089,Metfromin,Syrup,160.0,484.31,Healthcare Distributors,2028-05-09,10-02-2025,56.0,Yes,108.0,Rack A,77489.6
MED9090,Vitamin C,Injection,368.0,195.25,Caremed Pvt Ltd,2028-10-23,10-11-2025,94.0,No,254.0,Shelf 1,71852.0
MED9091,Dolo 682,Tablet,51.0,383.25,Apollo Meds,2028-09-14,12-08-2025,33.0,Yes,207.0,Rack A,19545.75
MED9092,Insulin,Syrup,350.0,294.79,Pharmaplus,2027-08-05,06-07-2025,90.0,No,192.0,Shelf 2,103176.5
MED9093,Paracetamol,Syrup,347.0,357.18,Apollo Meds,2028-12-18,03-12-2025,81.0,Yes,31.0,Rack B,123941.46
MED9094,Metfromin,Capsule,318.0,46.32,Medisupply Co.,2028-02-13,14-04-2025,74.0,No,271.0,Rack B,14729.76
MED9095,Amoxicillin,Capsule,383.0,469.38,Healthcare Distributors,2028-09-09,18-04-2025,34.0,Yes,11.0,Shelf 2,179772.54
MED9096,Ibuprofen,Injection,107.0,199.42,Medisupply Co.,2027-08-14,06-12-2025,52.0,No,47.0,Rack C,21337.94
MED9097,Azithromycin,Injection,355.0,138.1,Caremed Pvt Ltd,2027-01-11,27-07-2025,66.0,No,258.0,Cold Storage,49025.5
MED9098,Ibuprofen,Tablet,357.0,271.74,Caremed Pvt Ltd,2028-01-21,11-01-2025,20.0,No,218.0,Shelf 2,97011.18000000001
MED9099,Vitamin C,Tablet,133.0,191.83,Healthcare Distributors,2028-10-02,14-01-2025,48.0,No,252.0,Shelf 1,25513.390000000003
MED9100,Cetirizine,Syrup,204.0,36.55,Healthcare Distributors,2029-02-09,10-06-2025,85.0,Yes,238.0,Cold Storage,7456.2
MED9101,Azithromycin,Injection,308.0,385.52,Caremed Pvt Ltd,2028-10-26,02-04-2025,78.0,No,114.0,Cold Storage,118740.15999999999
MED9102,Ibuprofen,Injection,319.0,321.22,Apollo Meds,2026-09-27,09-08-2025,92.0,Yes,156.0,Shelf 2,102469.18000000001
MED9103,Vitamin C,Tablet,53.0,253.97,Healthcare Distributors,2026-11-15,26-09-2025,19.0,No,244.0,Rack A,13460.41
MED9104,Cetirizine,Syrup,110.0,269.38,Pharmaplus,2028-02-29,18-09-2025,64.0,Yes,105.0,Shelf 2,29631.8
MED9105,Azithromycin,Capsule,212.0,348.55,Caremed Pvt Ltd,2028-07-10,24-07-2025,58.0,Yes,225.0,Shelf 2,73892.6
MED9106,Cetirizine,Tablet,174.0,112.18,Wellness Pharma,2027-09-10,16-02-2025,86.0,Yes,38.0,Rack C,19519.32
MED9107,Paracetamol,Capsule,221.0,361.79,Apollo Meds,2026-10-17,22-04-2025,62.0,No,84.0,Rack A,79955.59000000001
MED9108,Omeprazole,Tablet,111.0,439.77,Medisupply Co.,2029-01-24,20-04-2025,83.0,No,263.0,Rack B,48814.47
MED9109,Insulin,Injection,143.0,163.32,Wellness Pharma,2026-09-17,09-11-2025,100.0,No,29.0,Rack B,23354.76
MED9110,Vitamin C,Capsule,395.0,257.1,Caremed Pvt Ltd,2027-02-04,01-02-2025,22.0,No,187.0,Rack A,101554.50000000001
MED9111,Omeprazole,Injection,153.0,104.21,Apollo Meds,2028-12-17,03-06-2025,66.0,Yes,19.0,Rack B,15944.13
MED9112,Azithromycin,Capsule,414.0,80.97,Apollo Meds,2027-08-20,08-04-2025,34.0,Yes,26.0,Shelf 1,33521.58
MED9113,Ibuprofen,Syrup,489.0,430.62,Healthcare Distributors,2028-06-24,22-05-2025,43.0,No,159.0,Rack A,210573.18
MED9114,Vitamin C,Capsule,108.0,349.67,Healthcare Distributors,2028-01-29,03-01-2025,45.0,No,215.0,Rack B,37764.36
MED9115,Cetirizine,Syrup,76.0,425.33,Pharmaplus,2026-12-12,16-07-2025,31.0,No,92.0,Shelf 2,32325.079999999998
MED9116,Azithromycin,Tablet,295.0,477.98,Caremed Pvt Ltd,2027-06-28,18-09-2025,68.0,No,12.0,Rack A,141004.1
MED9117,Cetirizine,Tablet,455.0,335.77,Pharmaplus,2028-03-07,29-03-2025,18.0,No,87.0,Rack C,152775.35
MED9118,Paracetamol,Capsule,435.0,296.02,Apollo Meds,2029-08-12,24-10-2025,21.0,No,225.0,Shelf 2,128768.7
MED9119,Omeprazole,Syrup,108.0,68.79,Apollo Meds,2027-10-18,19-09-2025,18.0,Yes,198.0,Shelf 1,7429.320000000001
MED9120,Insulin,Tablet,195.0,228.42,Apollo Meds,2029-03-01,18-04-2025,92.0,Yes,127.0,Rack B,44541.899999999994
MED9121,Vitamin C,Capsule,470.0,477.95,Medisupply Co.,2028-11-10,30-07-2025,27.0,No,18.0,Rack B,224636.5
MED9122,Omeprazole,Syrup,119.0,56.14,Apollo Meds,2027-05-28,15-04-2025,71.0,Yes,38.0,Cold Storage,6680.66
MED9123,Vitamin C,Syrup,222.0,158.65,Apollo Meds,2028-10-16,01-03-2025,83.0,No,110.0,Rack C,35220.3
MED9124,Metfromin,Capsule,315.0,464.92,Wellness Pharma,2029-05-19,13-09-2025,92.0,Yes,242.0,Shelf 2,146449.80000000002
MED9125,Vitamin C,Syrup,367.0,282.38,Wellness Pharma,2028-03-20,13-07-2025,89.0,Yes,108.0,Rack A,103633.45999999999
MED9126,Dolo 681,Syrup,406.0,356.68,Apollo Meds,2028-04-17,01-10-2025,77.0,Yes,179.0,Shelf 1,144812.08000000002
MED9127,Insulin,Tablet,78.0,336.39,Caremed Pvt Ltd,2027-10-11,27-09-2025,65.0,No,30.0,Cold Storage,26238.42
MED9128,Paracetamol,Tablet,82.0,257.72,Healthcare Distributors,2028-03-19,26-12-2025,19.0,No,122.0,Rack C,21133.04
MED9129,Metfromin,Tablet,356.0,70.38,Healthcare Distributors,2028-02-02,21-03-2025,94.0,Yes,186.0,Rack A,25055.28
MED9130,Amoxicillin,Syrup,19.0,98.7,Caremed Pvt Ltd,2028-04-16,18-02-2025,31.0,Yes,116.0,Rack B,1875.3
MED9131,Ibuprofen,Tablet,438.0,203.93,Apollo Meds,2027-08-27,07-10-2025,82.0,Yes,154.0,Rack B,89321.34
MED9132,Azithromycin,Injection,299.0,232.29,Caremed Pvt Ltd,2029-01-30,24-08-2025,39.0,No,112.0,Cold Storage,69454.70999999999
MED9133,Ibuprofen,Syrup,319.0,377.88,Healthcare Distributors,2027-08-23,19-06-2025,22.0,Yes,149.0,Cold Storage,120543.72
MED9134,Vitamin C,Tablet,219.0,287.54,Caremed Pvt Ltd,2027-03-27,04-08-2025,54.0,Yes,186.0,Rack B,62971.26
MED9135,Cetirizine,Capsule,323.0,419.43,Healthcare Distributors,2026-10-02,27-07-2025,52.0,No,78.0,Rack A,135475.89
MED9136,Azithromycin,Tablet,293.0,432.47,Wellness Pharma,2028-06-11,29-03-2025,59.0,No,143.0,Rack A,126713.71
MED9137,Cetirizine,Syrup,96.0,188.86,Healthcare Distributors,2028-04-15,24-03-2025,43.0,Yes,135.0,Shelf 1,18130.56
MED9138,Paracetamol,Capsule,255.0,274.99,Apollo Meds,2028-01-29,23-05-2025,57.0,Yes,154.0,Rack C,70122.45
MED9139,Omeprazole,Injection,123.0,267.6,Apollo Meds,2029-03-01,17-06-2025,16.0,No,162.0,Cold Storage,32914.8
MED9140,Insulin,Capsule,497.0,99.31,Medisupply Co.,2029-01-04,23-04-2025,22.0,Yes,125.0,Cold Storage,49357.07
MED9141,Vitamin C,Syrup,352.0,413.49,Wellness Pharma,2028-12-22,23-01-2025,90.0,No,3.0,Rack A,145548.48
MED9142,Omeprazole,Syrup,460.0,336.17,Caremed Pvt Ltd,2026-12-27,19-05-2025,62.0,No,32.0,Rack B,154638.2
MED9143,Vitamin C,Tablet,166.0,52.7,Healthcare Distributors,2026-12-20,21-06-2025,69.0,Yes,210.0,Shelf 1,8748.2
MED9144,Metfromin,Syrup,345.0,125.98,Wellness Pharma,2027-06-14,22-08-2025,63.0,No,74.0,Cold Storage,43463.1
MED9145,Vitamin C,Injection,463.0,439.85,Apollo Meds,2028-07-01,21-11-2025,57.0,No,141.0,Cold Storage,203650.55000000002
MED9146,Dolo 682,Tablet,479.0,337.8,Apollo Meds,2027-07-24,21-07-2025,20.0,No,276.0,Shelf 1,161806.2
MED9147,Insulin,Syrup,343.0,199.33,Healthcare Distributors,2027-03-25,08-06-2025,82.0,No,222.0,Rack B,68370.19
MED9148,Paracetamol,Capsule,269.0,175.54,Healthcare Distributors,2027-06-27,19-06-2025,36.0,Yes,232.0,Rack C,47220.259999999995
MED9149,Metfromin,Injection,489.0,285.89,Wellness Pharma,2028-12-03,15-03-2025,31.0,Yes,118.0,Rack C,139800.21
MED9150,Amoxicillin,Syrup,54.0,370.48,Apollo Meds,2027-12-26,21-08-2025,45.0,No,72.0,Shelf 2,20005.920000000002
MED9151,Ibuprofen,Syrup,351.0,450.73,Caremed Pvt Ltd,2028-02-09,01-01-2025,37.0,No,43.0,Cold Storage,158206.23
MED9152,Azithromycin,Tablet,108.0,111.59,Wellness Pharma,2028-01-02,06-12-2025,90.0,No,91.0,Shelf 1,12051.720000000001
MED9153,Ibuprofen,Syrup,395.0,446.37,Wellness Pharma,2028-05-26,11-01-2025,42.0,No,271.0,Rack C,176316.15
MED9154,Vitamin C,Syrup,397.0,326.42,Healthcare Distributors,2027-12-24,19-01-2025,26.0,Yes,237.0,Rack B,129588.74
MED9155,Cetirizine,Injection,130.0,310.92,Apollo Meds,2028-12-30,23-05-2025,45.0,No,286.0,Rack A,40419.6
MED9156,Azithromycin,Capsule,151.0,133.73,Caremed Pvt Ltd,2027-02-17,09-12-2025,99.0,No,72.0,Cold Storage,20193.23
MED9157,Cetirizine,Syrup,193.0,268.73,Medisupply Co.,2029-04-08,07-12-2025,48.0,No,234.0,Shelf 1,51864.89000000001
MED9158,Paracetamol,Capsule,293.0,450.58,Pharmaplus,2026-12-12,23-08-2025,18.0,Yes,132.0,Cold Storage,132019.94
MED9159,Omeprazole,Capsule,338.0,182.33,Wellness Pharma,2028-11-06,03-01-2025,14.0,No,127.0,Rack B,61627.54
MED9160,Insulin,Tablet,305.0,482.82,Caremed Pvt Ltd,2027-01-09,06-06-2025,66.0,Yes,216.0,Shelf 1,147260.1
MED9161,Vitamin C,Syrup,248.0,82.84,Caremed Pvt Ltd,2029-03-30,15-02-2025,58.0,No,140.0,Cold Storage,20544.32
MED9162,Omeprazole,Syrup,453.0,60.43,Caremed Pvt Ltd,2027-07-28,31-05-2025,54.0,Yes,78.0,Shelf 1,27374.79
MED9163,Vitamin C,Tablet,227.0,154.36,Wellness Pharma,2027-10-11,04-04-2025,49.0,Yes,2.0,Shelf 2,35039.72
MED9164,Metfromin,Tablet,154.0,173.29,Apollo Meds,2026-12-21,28-11-2025,59.0,No,29.0,Cold Storage,26686.66
MED9165,Vitamin C,Tablet,198.0,171.59,Pharmaplus,2029-05-23,21-08-2025,97.0,No,169.0,Rack B,33974.82
MED9166,Dolo 683,Tablet,460.0,290.28,Apollo Meds,2027-03-01,03-08-2025,43.0,No,241.0,Rack C,133528.8
MED9167,Insulin,Injection,249.0,189.5,Healthcare Distributors,2028-01-06,02-11-2025,54.0,No,42.0,Cold Storage,47185.5
MED9168,Azithromycin,Tablet,18.0,117.88,Pharmaplus,2029-02-20,23-01-2025,25.0,No,89.0,Cold Storage,2121.84
MED9169,Ibuprofen,Tablet,66.0,458.19,Wellness Pharma,2028-01-06,07-12-2025,73.0,Yes,294.0,Rack A,30240.54
MED9170,Vitamin C,Capsule,38.0,195.97,Apollo Meds,2026-08-25,10-10-2025,71.0,Yes,159.0,Rack C,7446.86
MED9171,Cetirizine,Syrup,313.0,55.81,Apollo Meds,2027-06-07,19-08-2025,95.0,No,226.0,Shelf 1,17468.530000000002
MED9172,Azithromycin,Tablet,253.0,458.3,Wellness Pharma,2027-12-06,28-01-2025,83.0,No,223.0,Shelf 1,115949.90000000001
MED9173,Cetirizine,Syrup,300.0,410.82,Medisupply Co.,2026-07-23,23-07-2025,20.0,Yes,208.0,Shelf 1,123246.0
MED9174,Paracetamol,Injection,137.0,468.74,Healthcare Distributors,2027-04-13,11-01-2025,26.0,Yes,233.0,Shelf 1,64217.380000000005
MED9175,Omeprazole,Syrup,99.0,193.46,Medisupply Co.,2026-12-25,20-01-2025,65.0,No,20.0,Shelf 1,19152.54
MED9176,Insulin,Capsule,308.0,137.34,Healthcare Distributors,2027-06-24,04-06-2025,60.0,Yes,70.0,Rack A,42300.72
MED9177,Vitamin C,Capsule,30.0,444.02,Wellness Pharma,2027-01-10,23-09-2025,59.0,No,94.0,Rack C,13320.599999999999
MED9178,Omeprazole,Syrup,372.0,256.9,Medisupply Co.,2028-10-04,14-10-2025,40.0,No,289.0,Shelf 2,95566.79999999999
MED9179,Vitamin C,Capsule,485.0,164.07,Medisupply Co.,2026-05-11,20-05-2025,45.0,Yes,14.0,Cold Storage,79573.95
MED9180,Metfromin,Tablet,311.0,354.68,Pharmaplus,2026-05-11,01-01-2025,56.0,No,223.0,Rack B,110305.48
MED9181,Vitamin C,Syrup,101.0,174.39,Pharmaplus,2028-05-26,25-03-2025,43.0,Yes,272.0,Rack B,17613.39
MED9182,Dolo 682,Tablet,143.0,243.78,Healthcare Distributors,2026-07-28,04-12-2025,38.0,No,158.0,Shelf 2,34860.54
MED9183,Insulin,Capsule,296.0,15.3,Wellness Pharma,2029-02-27,25-07-2025,97.0,Yes,297.0,Rack A,4528.8
MED9184,Paracetamol,Capsule,326.0,338.34,Caremed Pvt Ltd,2029-03-12,23-03-2025,47.0,Yes,63.0,Rack B,110298.84
MED9185,Metfromin,Capsule,333.0,245.72,Healthcare Distributors,2027-09-16,15-07-2025,91.0,Yes,267.0,Cold Storage,81824.76
MED9186,Amoxicillin,Capsule,13.0,491.27,Wellness Pharma,2027-12-11,04-06-2025,67.0,No,165.0,Rack C,6386.51
MED9187,Ibuprofen,Injection,50.0,255.2,Healthcare Distributors,2029-03-31,05-02-2025,55.0,Yes,207.0,Shelf 2,12760.0
MED9188,Azithromycin,Injection,292.0,155.7,Apollo Meds,2029-09-17,15-08-2025,11.0,Yes,146.0,Cold Storage,45464.399999999994
MED9189,Ibuprofen,Syrup,248.0,204.1,Medisupply Co.,2028-11-24,22-12-2025,29.0,Yes,4.0,Rack B,50616.799999999996
MED9190,Vitamin C,Injection,257.0,20.42,Pharmaplus,2027-03-29,31-01-2025,54.0,No,33.0,Shelf 1,5247.9400000000005
MED9191,Cetirizine,Tablet,175.0,114.33,Pharmaplus,2026-11-14,20-07-2025,45.0,Yes,107.0,Rack B,20007.75
MED9192,Azithromycin,Syrup,49.0,382.77,Apollo Meds,2027-04-14,08-06-2025,13.0,No,131.0,Rack B,18755.73
MED9193,Cetirizine,Syrup,421.0,141.27,Pharmaplus,2028-12-03,14-11-2025,45.0,No,41.0,Rack A,59474.670000000006
MED9194,Paracetamol,Capsule,268.0,186.2,Pharmaplus,2027-11-01,17-09-2025,16.0,No,159.0,Cold Storage,49901.6
MED9195,Omeprazole,Capsule,276.0,23.07,Medisupply Co.,2026-11-26,19-09-2025,82.0,No,58.0,Shelf 2,6367.32
MED9196,Insulin,Injection,335.0,387.89,Wellness Pharma,2028-02-24,04-07-2025,74.0,No,166.0,Rack A,129943.15
MED9197,Vitamin C,Injection,240.0,461.4,Pharmaplus,2027-06-03,26-11-2025,12.0,Yes,181.0,Rack B,110736.0
MED9198,Omeprazole,Tablet,117.0,194.34,Medisupply Co.,2028-02-18,23-03-2025,44.0,No,192.0,Shelf 2,22737.78
MED9199,Vitamin C,Tablet,156.0,389.64,Healthcare Distributors,2028-04-22,02-02-2025,60.0,No,299.0,Rack B,60783.84
MED9200,Metfromin,Syrup,248.0,474.57,Wellness Pharma,2026-09-08,13-01-2025,79.0,No,50.0,Cold Storage,117693.36
MED9201,Azithromycin,Injection,253.0,167.68,Healthcare Distributors,2027-01-17,09-02-2025,90.0,Yes,270.0,Shelf 2,42423.04
MED9202,Ibuprofen,Injection,346.0,399.92,Medisupply Co.,2027-07-05,21-08-2025,11.0,Yes,284.0,Cold Storage,138372.32
MED9203,Vitamin C,Tablet,278.0,461.89,Wellness Pharma,2028-03-07,19-05-2025,50.0,No,8.0,Rack A,128405.42
MED9204,Cetirizine,Syrup,342.0,195.85,Wellness Pharma,2029-01-06,24-12-2025,32.0,Yes,134.0,Rack B,66980.7
MED9205,Azithromycin,Capsule,125.0,112.71,Healthcare Distributors,2028-11-18,04-08-2025,20.0,Yes,13.0,Rack A,14088.75
MED9206,Cetirizine,Syrup,78.0,251.9,Pharmaplus,2027-09-03,08-04-2025,21.0,No,48.0,Shelf 1,19648.2
MED9207,Paracetamol,Capsule,361.0,377.62,Medisupply Co.,2028-08-20,31-08-2025,26.0,Yes,100.0,Cold Storage,136320.82
MED9208,Omeprazole,Tablet,311.0,433.66,Caremed Pvt Ltd,2029-02-14,11-04-2025,27.0,No,81.0,Shelf 2,134868.26
MED9209,Insulin,Injection,397.0,342.9,Healthcare Distributors,2028-05-08,28-10-2025,21.0,Yes,180.0,Cold Storage,136131.3
MED9210,Vitamin C,Capsule,104.0,288.63,Pharmaplus,2027-05-10,10-06-2025,34.0,No,203.0,Rack C,30017.52
MED9211,Omeprazole,Tablet,213.0,35.67,Wellness Pharma,2026-11-14,20-10-2025,44.0,No,261.0,Rack A,7597.71
MED9212,Vitamin C,Capsule,386.0,87.4,Medisupply Co.,2027-12-27,27-04-2025,11.0,Yes,257.0,Shelf 2,33736.4
MED9213,Metformin,Syrup,193.0,192.38,Apollo Meds,2028-07-17,01-01-2025,65.0,Yes,289.0,Rack A,37129.34
MED9214,Vitamin C,Capsule,440.0,282.17,Apollo Meds,2027-11-08,09-09-2025,25.0,Yes,28.0,Shelf 1,124154.8
MED9215,Cetirizine,Capsule,51.0,308.3,Pharmaplus,2028-12-30,31-01-2025,89.0,No,134.0,Shelf 1,15723.300000000001
MED9216,Paracetamol,Injection,266.0,81.53,Healthcare Distributors,2029-01-31,11-09-2025,14.0,No,163.0,Shelf 2,21686.98
MED9217,Paracetamol,Tablet,133.0,410.65,Pharmaplus,2026-10-07,25-11-2025,74.0,Yes,101.0,Shelf 1,54616.45
MED9218,Dolo 680,Syrup,268.0,65.32,Apollo Meds,2026-11-14,12-03-2025,18.0,Yes,157.0,Rack A,17505.76
MED9219,Omeprazole,Injection,357.0,292.21,Caremed Pvt Ltd,2029-05-07,19-05-2025,51.0,Yes,59.0,Rack A,104318.96999999999
MED9220,Paracetamol,Tablet,367.0,311.5,Pharmaplus,2028-12-12,12-05-2025,29.0,Yes,13.0,Shelf 1,114320.5
MED9221,Azithromycin,Injection,323.0,235.37,Pharmaplus,2027-06-11,19-06-2025,100.0,No,106.0,Shelf 1,76024.51
MED9222,Azithromycin,Injection,126.0,117.1,Medisupply Co.,2026-05-17,03-06-2025,85.0,Yes,292.0,Cold Storage,14754.599999999999
MED9223,Paracetamol,Tablet,71.0,156.97,Medisupply Co.,2027-06-07,13-03-2025,91.0,No,291.0,Rack C,11144.87
MED9224,Cetirizine,Syrup,15.0,183.18,Pharmaplus,2029-08-18,20-07-2025,38.0,Yes,120.0,Rack C,2747.7000000000003
MED9225,Insulin,Capsule,210.0,388.21,Medisupply Co.,2028-03-17,27-10-2025,47.0,No,209.0,Rack B,81524.09999999999
MED9226,Vitamin C,Syrup,174.0,296.83,Medisupply Co.,2027-05-22,23-04-2025,39.0,Yes,51.0,Shelf 2,51648.42
MED9227,Paracetamol,Capsule,304.0,461.44,Pharmaplus,2027-07-22,29-01-2025,82.0,Yes,145.0,Shelf 1,140277.76
MED9228,Insulin,Injection,306.0,197.39,Wellness Pharma,2029-07-27,17-02-2025,60.0,Yes,240.0,Shelf 2,60401.34
MED9229,Omeprazole,Injection,348.0,34.03,Apollo Meds,2028-12-28,12-11-2025,57.0,No,266.0,Cold Storage,11842.44
MED9230,Cetirizine,Tablet,50.0,226.46,Apollo Meds,2027-10-07,19-09-2025,26.0,Yes,0.0,Shelf 2,11323.0
MED9231,Metformin,Syrup,256.0,445.06,Caremed Pvt Ltd,2026-12-28,28-11-2025,66.0,No,21.0,Cold Storage,113935.36
MED9232,Amoxicillin,Capsule,252.0,472.05,Caremed Pvt Ltd,2027-07-05,30-10-2025,15.0,Yes,99.0,Rack B,118956.6
MED9233,Paracetamol,Syrup,268.0,194.57,Healthcare Distributors,2029-01-18,08-04-2025,38.0,No,261.0,Shelf 1,52144.759999999995
MED9234,Paracetamol,Capsule,225.0,345.38,Caremed Pvt Ltd,2029-04-09,22-06-2025,77.0,Yes,35.0,Cold Storage,77710.5
MED9235,Paracetamol,Tablet,147.0,462.06,Apollo Meds,2028-06-12,18-08-2025,23.0,Yes,237.0,Rack B,67922.82
MED9236,Azithromycin,Injection,284.0,255.89,Healthcare Distributors,2028-09-22,05-04-2025,42.0,No,185.0,Shelf 2,72672.76
MED9237,Vitamin C,Capsule,220.0,272.18,Wellness Pharma,2028-06-06,17-05-2025,67.0,Yes,124.0,Shelf 2,59879.6
MED9238,Insulin,Tablet,20.0,276.98,Wellness Pharma,2028-10-23,13-05-2025,82.0,No,254.0,Shelf 1,5539.6
MED9239,Azithromycin,Capsule,86.0,454.88,Caremed Pvt Ltd,2027-06-14,08-07-2025,36.0,Yes,167.0,Rack C,39119.68
MED9240,Azithromycin,Syrup,156.0,363.5,Pharmaplus,2028-11-21,20-12-2025,70.0,No,225.0,Shelf 2,56706.0
MED9241,Dolo 650,Capsule,485.0,273.16,Caremed Pvt Ltd,2029-03-07,09-04-2025,91.0,Yes,293.0,Rack C,132482.6
MED9242,Dolo 650,Capsule,51.0,329.9,Caremed Pvt Ltd,2028-01-15,18-04-2025,100.0,Yes,204.0,Shelf 2,16824.899999999998
