Medicine_ID,Medicine_Name,Category,Stock_Quantity,Price_per_unit,Supplier_Name,Expiry_Date,Purchase_Date,Reorder_Level,Prescription_Required,Units_Sold,Storage_Location,days_to_expiry,Status
MED7797,Metformin,Injection,222.0,265.71,Caremed Pvt Ltd,2027-08-18,12-10-2025,71.0,Yes,89.0,Rack B,453.0,Safe
MED7798,Dolo 650,Tablet,59.0,200.54,Pharmaplus,2027-02-14,22-06-2025,35.0,No,190.0,Rack C,268.0,Safe
MED7799,Dolo 650,Syrup,387.0,291.36,Pharmaplus,2028-06-03,22-08-2025,38.0,Yes,159.0,Cold Storage,743.0,Safe
MED7800,Cetirizine,Injection,206.0,408.7,Apollo Meds,2028-08-03,03-02-2025,26.0,No,42.0,Shelf 1,804.0,Safe
MED7801,Azithromycin,Injection,457.0,165.04,Wellness Pharma,2028-05-13,01-04-2025,40.0,No,210.0,Cold Storage,722.0,Safe
MED7802,Ibuprofen,Injection,492.0,296.13,Caremed Pvt Ltd,2027-10-03,24-08-2025,78.0,Yes,50.0,Rack A,499.0,Safe
MED7803,Vitamin C,Tablet,185.0,398.9,Caremed Pvt Ltd,2027-04-29,15-02-2025,32.0,Yes,113.0,Shelf 1,342.0,Safe
MED7804,Cetirizine,Syrup,486.0,475.48,Caremed Pvt Ltd,2027-01-12,25-04-2025,71.0,Yes,199.0,Rack C,235.0,Safe
MED7805,Azithromycin,Capsule,368.0,146.25,Healthcare Distributors,2027-03-14,11-03-2025,57.0,Yes,248.0,Rack A,296.0,Safe
MED7806,Cetirizine,Tablet,326.0,385.77,Apollo Meds,2027-04-08,30-05-2025,16.0,No,186.0,Shelf 1,321.0,Safe
MED7807,Paracetamol,Capsule,307.0,442.72,Apollo Meds,2028-01-18,25-01-2025,23.0,No,23.0,Rack C,606.0,Safe
MED7808,Omeprazole,Tablet,97.0,449.39,Apollo Meds,2027-05-12,14-03-2025,11.0,Yes,117.0,Rack A,355.0,Safe
MED7809,Insulin,Injection,149.0,11.67,Medisupply Co.,2028-01-29,25-03-2025,25.0,No,216.0,Rack A,617.0,Safe
MED7810,Vitamin C,Capsule,286.0,251.65,Wellness Pharma,2027-11-10,22-07-2025,73.0,No,109.0,Shelf 2,537.0,Safe
MED7811,Omeprazole,Injection,330.0,171.38,Wellness Pharma,2029-04-02,06-05-2025,85.0,Yes,118.0,Cold Storage,1046.0,Safe
MED7812,Vitamin C,Capsule,487.0,414.54,Caremed Pvt Ltd,2027-09-18,19-12-2025,77.0,Yes,38.0,Shelf 1,484.0,Safe
MED7813,Metfromin,Syrup,333.0,220.46,Caremed Pvt Ltd,2027-03-29,29-07-2025,38.0,Yes,55.0,Rack B,311.0,Safe
MED7814,Vitamin C,Capsule,444.0,136.11,Caremed Pvt Ltd,2027-03-03,25-01-2025,90.0,Yes,134.0,Rack A,285.0,Safe
MED7815,Dolo 676,Syrup,323.0,178.75,Pharmaplus,2028-03-21,08-03-2025,74.0,No,186.0,Rack C,669.0,Safe
MED7816,Insulin,Tablet,272.0,178.8,Caremed Pvt Ltd,2028-01-20,26-12-2025,15.0,No,178.0,Shelf 2,608.0,Safe
MED7817,Paracetamol,Tablet,466.0,215.08,Wellness Pharma,2026-09-23,08-09-2025,30.0,Yes,282.0,Shelf 2,124.0,Safe
MED7818,Metfromin,Capsule,396.0,192.29,Wellness Pharma,2029-04-04,23-08-2025,32.0,No,13.0,Shelf 1,1048.0,Safe
MED7819,Amoxicillin,Syrup,191.0,44.31,Caremed Pvt Ltd,2028-01-28,17-12-2025,94.0,Yes,231.0,Cold Storage,616.0,Safe
MED7820,Ibuprofen,Tablet,228.0,179.79,Medisupply Co.,2029-07-29,01-03-2025,26.0,Yes,268.0,Cold Storage,1164.0,Safe
MED7821,Azithromycin,Capsule,440.0,19.73,Wellness Pharma,2026-04-26,09-12-2025,90.0,Yes,18.0,Rack A,-26.0,Expired
MED7822,Ibuprofen,Syrup,390.0,175.4,Caremed Pvt Ltd,2027-07-05,02-03-2025,59.0,Yes,116.0,Rack B,409.0,Safe
MED7823,Vitamin C,Syrup,106.0,247.94,Healthcare Distributors,2027-05-21,20-05-2025,39.0,No,194.0,Rack C,364.0,Safe
MED7824,Cetirizine,Capsule,384.0,163.47,Caremed Pvt Ltd,2027-04-25,14-02-2025,90.0,Yes,78.0,Rack C,338.0,Safe
MED7825,Azithromycin,Syrup,21.0,100.36,Apollo Meds,2028-01-25,06-09-2025,66.0,Yes,227.0,Cold Storage,613.0,Safe
MED7826,Cetirizine,Syrup,57.0,136.86,Pharmaplus,2029-03-27,22-06-2025,29.0,No,58.0,Rack B,1040.0,Safe
MED7827,Paracetamol,Tablet,285.0,291.54,Pharmaplus,2028-10-26,20-04-2025,20.0,No,41.0,Cold Storage,888.0,Safe
MED7828,Omeprazole,Tablet,126.0,215.12,Pharmaplus,2027-02-05,26-09-2025,72.0,Yes,244.0,Cold Storage,259.0,Safe
MED7829,Insulin,Tablet,497.0,193.66,Pharmaplus,2028-01-01,17-02-2025,85.0,Yes,194.0,Rack B,589.0,Safe
MED7830,Vitamin C,Syrup,209.0,52.27,Medisupply Co.,2028-07-07,06-06-2025,32.0,No,2.0,Rack C,777.0,Safe
MED7831,Omeprazole,Tablet,234.0,275.12,Medisupply Co.,2028-11-22,22-10-2025,76.0,Yes,115.0,Rack C,915.0,Safe
MED7832,Vitamin C,Injection,248.0,123.42,Wellness Pharma,2027-01-12,08-05-2025,58.0,No,36.0,Rack C,235.0,Safe
MED7833,Metfromin,Syrup,357.0,327.33,Medisupply Co.,2028-06-24,19-09-2025,68.0,Yes,168.0,Shelf 2,764.0,Safe
MED7834,Vitamin C,Tablet,52.0,470.4,Apollo Meds,2028-04-19,30-05-2025,68.0,No,294.0,Rack B,698.0,Safe
MED7835,Dolo 677,Capsule,115.0,254.22,Medisupply Co.,2026-03-09,23-11-2025,23.0,Yes,40.0,Rack C,-74.0,Expired
MED7836,Insulin,Tablet,183.0,279.96,Healthcare Distributors,2027-11-15,14-01-2025,43.0,Yes,291.0,Rack A,542.0,Safe
MED7837,Paracetamol,Syrup,136.0,90.45,Apollo Meds,2029-05-12,05-04-2025,49.0,Yes,153.0,Rack A,1086.0,Safe
MED7838,Metfromin,Capsule,25.0,34.03,Pharmaplus,2026-11-15,04-12-2025,55.0,No,114.0,Rack B,177.0,Safe
MED7839,Amoxicillin,Injection,457.0,134.33,Medisupply Co.,2029-02-23,06-10-2025,41.0,No,224.0,Shelf 1,1008.0,Safe
MED7840,Ibuprofen,Capsule,356.0,227.29,Pharmaplus,2026-09-02,10-07-2025,77.0,Yes,283.0,Shelf 2,103.0,Safe
MED7841,Azithromycin,Syrup,409.0,418.36,Healthcare Distributors,2028-09-21,27-01-2025,61.0,Yes,210.0,Rack B,853.0,Safe
MED7842,Ibuprofen,Syrup,8.0,208.99,Caremed Pvt Ltd,2027-05-06,27-02-2025,47.0,Yes,54.0,Shelf 1,349.0,Safe
MED7843,Vitamin C,Tablet,405.0,366.68,Wellness Pharma,2027-09-10,18-01-2025,42.0,Yes,0.0,Shelf 1,476.0,Safe
MED7844,Cetirizine,Syrup,458.0,104.6,Apollo Meds,2027-04-09,24-07-2025,39.0,No,118.0,Cold Storage,322.0,Safe
MED7845,Azithromycin,Injection,343.0,360.16,Pharmaplus,2027-03-19,21-02-2025,15.0,No,236.0,Rack B,301.0,Safe
MED7846,Cetirizine,Tablet,182.0,306.55,Apollo Meds,2028-05-24,09-08-2025,55.0,No,167.0,Rack A,733.0,Safe
MED7847,Paracetamol,Syrup,232.0,194.9,Caremed Pvt Ltd,2028-10-02,21-05-2025,70.0,No,57.0,Shelf 1,864.0,Safe
MED7848,Omeprazole,Capsule,98.0,452.55,Caremed Pvt Ltd,2028-08-23,14-02-2025,76.0,No,153.0,Shelf 1,824.0,Safe
MED7849,Insulin,Injection,367.0,237.92,Apollo Meds,2028-12-28,08-12-2025,56.0,Yes,163.0,Rack A,951.0,Safe
MED7850,Vitamin C,Syrup,294.0,85.92,Caremed Pvt Ltd,2026-10-23,19-09-2025,68.0,Yes,111.0,Rack A,154.0,Safe
MED7851,Omeprazole,Syrup,77.0,206.34,Pharmaplus,2029-12-12,20-05-2025,40.0,Yes,204.0,Shelf 2,1300.0,Safe
MED7852,Vitamin C,Tablet,254.0,320.43,Wellness Pharma,2026-12-01,24-12-2025,95.0,Yes,253.0,Shelf 2,193.0,Safe
MED7853,Metfromin,Syrup,27.0,439.12,Caremed Pvt Ltd,2029-06-12,26-11-2025,26.0,Yes,194.0,Shelf 1,1117.0,Safe
MED7854,Vitamin C,Syrup,154.0,406.49,Healthcare Distributors,2027-03-04,16-08-2025,56.0,No,80.0,Rack B,286.0,Safe
MED7855,Dolo 678,Injection,249.0,374.8,Apollo Meds,2028-01-10,22-10-2025,43.0,Yes,86.0,Rack C,598.0,Safe
MED7856,Insulin,Capsule,145.0,346.02,Apollo Meds,2027-12-11,16-07-2025,66.0,No,88.0,Cold Storage,568.0,Safe
MED7857,Azithromycin,Syrup,374.0,93.11,Healthcare Distributors,2028-02-03,09-06-2025,70.0,No,6.0,Rack C,622.0,Safe
MED7858,Ibuprofen,Capsule,446.0,347.52,Caremed Pvt Ltd,2026-12-25,15-08-2025,71.0,Yes,39.0,Rack C,217.0,Safe
MED7859,Vitamin C,Capsule,27.0,42.79,Wellness Pharma,2027-03-05,19-04-2025,69.0,No,137.0,Shelf 2,287.0,Safe
MED7860,Cetirizine,Tablet,251.0,340.25,Pharmaplus,2027-03-17,20-09-2025,88.0,Yes,269.0,Rack B,299.0,Safe
MED7861,Azithromycin,Syrup,212.0,403.36,Wellness Pharma,2026-03-31,13-12-2025,82.0,No,127.0,Rack A,-52.0,Expired
MED7862,Cetirizine,Syrup,152.0,218.64,Wellness Pharma,2026-10-17,13-01-2025,52.0,No,203.0,Rack B,148.0,Safe
MED7863,Paracetamol,Tablet,49.0,480.05,Healthcare Distributors,2027-03-04,30-01-2025,37.0,No,44.0,Rack B,286.0,Safe
MED7864,Omeprazole,Tablet,298.0,430.51,Healthcare Distributors,2029-03-12,11-08-2025,49.0,No,277.0,Rack C,1025.0,Safe
MED7865,Insulin,Tablet,8.0,279.76,Wellness Pharma,2029-03-19,06-04-2025,84.0,No,81.0,Rack B,1032.0,Safe
MED7866,Vitamin C,Tablet,491.0,198.69,Pharmaplus,2026-12-25,12-07-2025,91.0,Yes,140.0,Rack B,217.0,Safe
MED7867,Omeprazole,Injection,228.0,315.42,Medisupply Co.,2027-09-18,13-12-2025,58.0,No,221.0,Shelf 2,484.0,Safe
MED7868,Vitamin C,Tablet,363.0,282.23,Pharmaplus,2027-09-24,20-10-2025,49.0,Yes,52.0,Rack A,490.0,Safe
MED7869,Metfromin,Tablet,431.0,376.74,Caremed Pvt Ltd,2027-05-28,09-07-2025,62.0,Yes,190.0,Shelf 2,371.0,Safe
MED7870,Vitamin C,Capsule,238.0,257.69,Healthcare Distributors,2027-03-29,17-08-2025,42.0,No,293.0,Cold Storage,311.0,Safe
MED7871,Dolo 677,Syrup,358.0,87.27,Apollo Meds,2028-07-08,26-01-2025,11.0,Yes,5.0,Shelf 1,778.0,Safe
MED7872,Insulin,Tablet,314.0,273.82,Apollo Meds,2028-06-11,17-12-2025,23.0,Yes,62.0,Shelf 2,751.0,Safe
MED7873,Paracetamol,Syrup,178.0,141.74,Caremed Pvt Ltd,2028-01-29,02-03-2025,24.0,No,15.0,Rack B,617.0,Safe
MED7874,Metfromin,Injection,199.0,396.35,Wellness Pharma,2029-07-10,15-10-2025,11.0,No,36.0,Rack C,1145.0,Safe
MED7875,Amoxicillin,Syrup,259.0,427.26,Caremed Pvt Ltd,2027-04-11,18-09-2025,39.0,Yes,60.0,Rack B,324.0,Safe
MED7876,Ibuprofen,Capsule,137.0,227.46,Apollo Meds,2028-11-17,29-06-2025,82.0,No,88.0,Shelf 2,910.0,Safe
MED7877,Azithromycin,Capsule,255.0,143.35,Caremed Pvt Ltd,2029-07-04,26-11-2025,50.0,No,147.0,Rack B,1139.0,Safe
MED7878,Ibuprofen,Syrup,385.0,206.48,Healthcare Distributors,2028-10-12,08-08-2025,88.0,No,195.0,Rack C,874.0,Safe
MED7879,Vitamin C,Capsule,34.0,431.7,Apollo Meds,2026-09-26,06-06-2025,67.0,Yes,178.0,Cold Storage,127.0,Safe
MED7880,Cetirizine,Tablet,204.0,161.2,Apollo Meds,2028-06-10,30-08-2025,29.0,No,111.0,Shelf 2,750.0,Safe
MED7881,Azithromycin,Syrup,456.0,242.05,Medisupply Co.,2026-04-30,02-05-2025,53.0,Yes,234.0,Shelf 2,-22.0,Expired
MED7882,Cetirizine,Tablet,150.0,217.04,Pharmaplus,2029-08-13,19-04-2025,75.0,Yes,78.0,Rack A,1179.0,Safe
MED7883,Paracetamol,Capsule,27.0,498.79,Medisupply Co.,2029-09-05,25-12-2025,13.0,No,14.0,Rack C,1202.0,Safe
MED7884,Omeprazole,Capsule,405.0,474.01,Apollo Meds,2026-09-18,06-09-2025,48.0,Yes,209.0,Rack B,119.0,Safe
MED7885,Insulin,Capsule,289.0,98.99,Wellness Pharma,2027-08-24,15-01-2025,33.0,Yes,177.0,Rack B,459.0,Safe
MED7886,Vitamin C,Capsule,214.0,150.44,Healthcare Distributors,2029-02-16,30-04-2025,43.0,No,288.0,Rack C,1001.0,Safe
MED7887,Omeprazole,Injection,151.0,367.64,Apollo Meds,2027-02-22,14-10-2025,19.0,Yes,165.0,Cold Storage,276.0,Safe
MED7888,Vitamin C,Injection,249.0,215.73,Caremed Pvt Ltd,2027-04-22,10-11-2025,77.0,Yes,184.0,Shelf 2,335.0,Safe
MED7889,Metfromin,Syrup,144.0,495.01,Medisupply Co.,2026-07-21,30-06-2025,77.0,Yes,144.0,Shelf 2,60.0,Warning
MED7890,Vitamin C,Injection,447.0,482.99,Healthcare Distributors,2029-01-31,06-03-2025,77.0,Yes,183.0,Rack A,985.0,Safe
MED7891,Dolo 678,Tablet,21.0,357.66,Caremed Pvt Ltd,2028-12-06,27-09-2025,17.0,Yes,112.0,Rack C,929.0,Safe
MED7892,Insulin,Syrup,301.0,313.8,Medisupply Co.,2028-05-13,19-02-2025,87.0,Yes,240.0,Rack B,722.0,Safe
MED7893,Paracetamol,Syrup,361.0,352.49,Apollo Meds,2028-05-17,08-02-2025,81.0,No,68.0,Shelf 2,726.0,Safe
MED7894,Metfromin,Capsule,235.0,249.17,Healthcare Distributors,2028-10-13,21-10-2025,29.0,No,75.0,Cold Storage,875.0,Safe
MED7895,Amoxicillin,Capsule,473.0,80.64,Apollo Meds,2028-08-28,08-12-2025,66.0,No,266.0,Rack A,829.0,Safe
MED7896,Ibuprofen,Injection,475.0,349.54,Apollo Meds,2028-07-31,17-06-2025,90.0,No,29.0,Shelf 1,801.0,Safe
MED7897,Azithromycin,Injection,340.0,34.72,Caremed Pvt Ltd,2028-05-24,04-11-2025,90.0,Yes,286.0,Rack C,733.0,Safe
MED7898,Ibuprofen,Tablet,364.0,440.38,Pharmaplus,2029-03-10,07-09-2025,30.0,Yes,80.0,Rack B,1023.0,Safe
MED7899,Vitamin C,Tablet,61.0,129.22,Wellness Pharma,2027-02-23,07-11-2025,50.0,Yes,11.0,Cold Storage,277.0,Safe
MED7900,Cetirizine,Syrup,412.0,446.76,Caremed Pvt Ltd,2026-11-11,15-11-2025,25.0,No,147.0,Shelf 1,173.0,Safe
MED7901,Azithromycin,Injection,317.0,30.68,Medisupply Co.,2029-01-13,24-09-2025,54.0,Yes,246.0,Rack A,967.0,Safe
MED7902,Ibuprofen,Injection,401.0,232.9,Apollo Meds,2028-02-02,30-05-2025,81.0,Yes,276.0,Rack C,621.0,Safe
MED7903,Vitamin C,Tablet,148.0,160.43,Wellness Pharma,2028-07-22,26-07-2025,10.0,Yes,287.0,Rack A,792.0,Safe
MED7904,Cetirizine,Syrup,430.0,111.61,Medisupply Co.,2028-02-03,13-09-2025,99.0,Yes,239.0,Rack A,622.0,Safe
MED7905,Azithromycin,Capsule,367.0,157.26,Caremed Pvt Ltd,2028-08-10,18-10-2025,33.0,Yes,265.0,Rack C,811.0,Safe
MED7906,Cetirizine,Tablet,61.0,229.42,Healthcare Distributors,2027-06-10,10-12-2025,92.0,Yes,173.0,Cold Storage,384.0,Safe
MED7907,Paracetamol,Capsule,232.0,115.52,Caremed Pvt Ltd,2026-09-26,07-05-2025,63.0,Yes,169.0,Shelf 1,127.0,Safe
MED7908,Omeprazole,Tablet,126.0,201.22,Apollo Meds,2027-08-31,09-03-2025,22.0,Yes,180.0,Rack B,466.0,Safe
MED7909,Insulin,Injection,349.0,344.94,Wellness Pharma,2026-07-28,24-04-2025,87.0,No,15.0,Shelf 2,67.0,Warning
MED7910,Vitamin C,Capsule,42.0,238.42,Wellness Pharma,2028-12-05,23-05-2025,73.0,No,220.0,Cold Storage,928.0,Safe
MED7911,Omeprazole,Injection,445.0,40.67,Apollo Meds,2027-07-19,19-08-2025,27.0,Yes,284.0,Rack B,423.0,Safe
MED7912,Azithromycin,Capsule,31.0,180.38,Wellness Pharma,2028-09-12,03-04-2025,31.0,Yes,63.0,Cold Storage,844.0,Safe
MED7913,Ibuprofen,Syrup,440.0,110.87,Healthcare Distributors,2027-11-17,22-06-2025,38.0,Yes,268.0,Rack C,544.0,Safe
MED7914,Vitamin C,Capsule,202.0,112.41,Caremed Pvt Ltd,2026-05-15,27-02-2025,87.0,No,1.0,Shelf 2,-7.0,Expired
MED7915,Cetirizine,Syrup,458.0,69.02,Pharmaplus,2028-05-09,06-02-2025,13.0,No,84.0,Shelf 2,718.0,Safe
MED7916,Azithromycin,Tablet,413.0,313.77,Caremed Pvt Ltd,2027-05-10,12-07-2025,62.0,No,244.0,Rack C,353.0,Safe
MED7917,Cetirizine,Tablet,197.0,342.07,Healthcare Distributors,2027-07-08,13-08-2025,19.0,No,206.0,Rack B,412.0,Safe
MED7918,Paracetamol,Capsule,102.0,354.59,Medisupply Co.,2028-01-29,02-08-2025,80.0,Yes,230.0,Rack C,617.0,Safe
MED7919,Omeprazole,Syrup,242.0,32.91,Medisupply Co.,2028-07-08,02-04-2025,10.0,No,144.0,Shelf 1,778.0,Safe
MED7920,Insulin,Tablet,280.0,14.7,Apollo Meds,2026-12-19,20-10-2025,37.0,No,237.0,Rack A,211.0,Safe
MED7921,Vitamin C,Capsule,365.0,471.86,Healthcare Distributors,2029-02-22,04-02-2025,19.0,Yes,29.0,Shelf 1,1007.0,Safe
MED7922,Omeprazole,Syrup,450.0,134.93,Healthcare Distributors,2026-11-13,31-12-2025,58.0,No,222.0,Cold Storage,175.0,Safe
MED7923,Vitamin C,Syrup,400.0,229.42,Apollo Meds,2027-08-27,05-04-2025,78.0,Yes,16.0,Shelf 1,462.0,Safe
MED7924,Metfromin,Capsule,337.0,345.05,Pharmaplus,2029-02-13,08-09-2025,69.0,Yes,180.0,Rack A,998.0,Safe
MED7925,Vitamin C,Syrup,486.0,255.56,Caremed Pvt Ltd,2029-01-22,12-09-2025,12.0,Yes,59.0,Cold Storage,976.0,Safe
MED7926,Dolo 677,Syrup,317.0,29.33,Apollo Meds,2028-03-07,01-01-2026,57.0,No,41.0,Cold Storage,655.0,Safe
MED7927,Insulin,Tablet,176.0,489.31,Apollo Meds,2029-05-26,09-11-2025,95.0,Yes,20.0,Shelf 2,1100.0,Safe
MED7928,Paracetamol,Tablet,414.0,363.23,Medisupply Co.,2027-07-26,08-06-2025,31.0,No,123.0,Shelf 2,430.0,Safe
MED7929,Metfromin,Tablet,137.0,77.32,Caremed Pvt Ltd,2026-09-27,13-01-2025,87.0,Yes,75.0,Cold Storage,128.0,Safe
MED7930,Amoxicillin,Syrup,450.0,398.9,Pharmaplus,2029-05-27,06-08-2025,50.0,No,94.0,Rack A,1101.0,Safe
MED7931,Ibuprofen,Tablet,429.0,346.95,Caremed Pvt Ltd,2028-08-16,30-12-2025,82.0,No,78.0,Shelf 1,817.0,Safe
MED7932,Azithromycin,Injection,355.0,190.29,Apollo Meds,2028-12-24,04-01-2025,49.0,No,60.0,Cold Storage,947.0,Safe
MED7933,Ibuprofen,Syrup,23.0,152.01,Medisupply Co.,2027-07-01,10-12-2025,27.0,Yes,253.0,Shelf 1,405.0,Safe
MED7934,Vitamin C,Tablet,366.0,231.87,Caremed Pvt Ltd,2027-12-11,24-07-2025,21.0,No,175.0,Cold Storage,568.0,Safe
MED7935,Cetirizine,Capsule,12.0,288.79,Caremed Pvt Ltd,2029-02-23,15-12-2025,27.0,Yes,46.0,Rack B,1008.0,Safe
MED7936,Azithromycin,Tablet,485.0,383.82,Wellness Pharma,2026-12-15,10-08-2025,16.0,No,159.0,Rack A,207.0,Safe
MED7937,Cetirizine,Syrup,294.0,220.31,Caremed Pvt Ltd,2029-04-16,06-05-2025,53.0,Yes,60.0,Rack B,1060.0,Safe
MED7938,Paracetamol,Capsule,198.0,218.45,Medisupply Co.,2026-02-13,20-10-2025,53.0,Yes,205.0,Shelf 1,-98.0,Expired
MED7939,Omeprazole,Injection,436.0,307.43,Healthcare Distributors,2027-06-18,26-01-2025,44.0,No,103.0,Rack C,392.0,Safe
MED7940,Insulin,Capsule,252.0,84.5,Medisupply Co.,2028-12-14,27-05-2025,82.0,Yes,271.0,Shelf 1,937.0,Safe
MED7941,Vitamin C,Syrup,287.0,77.17,Apollo Meds,2027-06-22,26-03-2025,14.0,Yes,131.0,Rack B,396.0,Safe
MED7942,Omeprazole,Syrup,76.0,59.22,Apollo Meds,2028-01-18,16-05-2025,17.0,No,218.0,Rack C,606.0,Safe
MED7943,Vitamin C,Tablet,192.0,430.11,Caremed Pvt Ltd,2029-02-07,28-09-2025,68.0,No,205.0,Shelf 2,992.0,Safe
MED7944,Metfromin,Syrup,20.0,488.01,Wellness Pharma,2026-08-20,26-11-2025,70.0,Yes,166.0,Shelf 1,90.0,Warning
MED7945,Vitamin C,Injection,344.0,364.51,Apollo Meds,2028-08-27,01-02-2025,64.0,Yes,104.0,Shelf 1,828.0,Safe
MED7946,Dolo 678,Tablet,31.0,201.66,Pharmaplus,2028-07-20,24-11-2025,20.0,Yes,160.0,Rack C,790.0,Safe
MED7947,Insulin,Syrup,86.0,203.61,Apollo Meds,2027-02-12,07-09-2025,41.0,No,109.0,Cold Storage,266.0,Safe
MED7948,Paracetamol,Capsule,371.0,63.04,Healthcare Distributors,2027-11-26,21-09-2025,82.0,No,108.0,Rack B,553.0,Safe
MED7949,Metfromin,Injection,80.0,314.05,Caremed Pvt Ltd,2028-09-11,20-01-2025,65.0,Yes,197.0,Shelf 1,843.0,Safe
MED7950,Amoxicillin,Syrup,382.0,232.24,Wellness Pharma,2027-12-12,25-01-2025,57.0,No,77.0,Cold Storage,569.0,Safe
MED7951,Ibuprofen,Syrup,158.0,455.71,Caremed Pvt Ltd,2028-12-02,07-05-2025,34.0,No,82.0,Shelf 1,925.0,Safe
MED7952,Azithromycin,Tablet,50.0,145.74,Apollo Meds,2029-02-23,25-04-2025,88.0,No,163.0,Cold Storage,1008.0,Safe
MED7953,Ibuprofen,Syrup,63.0,129.22,Pharmaplus,2027-04-28,30-07-2025,18.0,Yes,293.0,Rack A,341.0,Safe
MED7954,Vitamin C,Syrup,401.0,303.2,Wellness Pharma,2026-09-20,21-06-2025,68.0,Yes,152.0,Rack B,121.0,Safe
MED7955,Cetirizine,Injection,108.0,411.21,Apollo Meds,2029-03-29,11-04-2025,98.0,Yes,25.0,Rack C,1042.0,Safe
MED7956,Azithromycin,Capsule,146.0,314.2,Medisupply Co.,2029-05-18,14-12-2025,88.0,No,53.0,Rack B,1092.0,Safe
MED7957,Cetirizine,Syrup,180.0,65.51,Healthcare Distributors,2026-12-09,19-11-2025,25.0,No,296.0,Shelf 2,201.0,Safe
MED7958,Paracetamol,Capsule,247.0,280.83,Healthcare Distributors,2027-08-28,09-08-2025,30.0,Yes,38.0,Shelf 1,463.0,Safe
MED7959,Omeprazole,Capsule,451.0,139.85,Caremed Pvt Ltd,2029-03-15,26-10-2025,95.0,No,181.0,Rack A,1028.0,Safe
MED7960,Insulin,Tablet,56.0,484.53,Pharmaplus,2027-06-01,04-08-2025,58.0,No,158.0,Rack C,375.0,Safe
MED7961,Vitamin C,Syrup,64.0,67.76,Pharmaplus,2028-05-06,30-01-2025,53.0,No,115.0,Shelf 1,715.0,Safe
MED7962,Omeprazole,Syrup,221.0,312.44,Healthcare Distributors,2027-11-18,20-09-2025,60.0,Yes,265.0,Shelf 2,545.0,Safe
MED7963,Vitamin C,Tablet,76.0,122.5,Healthcare Distributors,2027-03-23,04-03-2025,73.0,Yes,298.0,Shelf 1,305.0,Safe
MED7964,Metfromin,Tablet,246.0,365.2,Pharmaplus,2026-04-17,26-01-2025,57.0,Yes,283.0,Cold Storage,-35.0,Expired
MED7965,Vitamin C,Tablet,443.0,298.15,Apollo Meds,2026-11-26,15-04-2025,20.0,Yes,71.0,Rack A,188.0,Safe
MED7966,Dolo 679,Tablet,494.0,383.0,Wellness Pharma,2029-06-10,20-01-2025,51.0,No,178.0,Cold Storage,1115.0,Safe
MED7967,Insulin,Injection,51.0,53.19,Pharmaplus,2027-02-25,25-12-2025,15.0,Yes,15.0,Rack B,279.0,Safe
MED7968,Azithromycin,Tablet,169.0,346.49,Apollo Meds,2029-02-15,01-10-2025,46.0,Yes,163.0,Rack A,1000.0,Safe
MED7969,Ibuprofen,Tablet,284.0,258.29,Healthcare Distributors,2027-07-29,08-06-2025,64.0,Yes,239.0,Shelf 2,433.0,Safe
MED7970,Vitamin C,Capsule,489.0,291.24,Apollo Meds,2027-08-18,26-02-2025,73.0,Yes,104.0,Shelf 2,453.0,Safe
MED7971,Cetirizine,Syrup,469.0,497.42,Caremed Pvt Ltd,2028-09-08,31-12-2025,73.0,No,38.0,Shelf 1,840.0,Safe
MED7972,Azithromycin,Tablet,57.0,257.77,Apollo Meds,2029-02-14,01-01-2025,51.0,No,258.0,Shelf 2,999.0,Safe
MED7973,Cetirizine,Syrup,257.0,43.89,Caremed Pvt Ltd,2027-10-31,29-10-2025,16.0,Yes,236.0,Rack B,527.0,Safe
MED7974,Paracetamol,Injection,167.0,440.91,Apollo Meds,2029-09-06,18-10-2025,31.0,Yes,47.0,Rack C,1203.0,Safe
MED7975,Omeprazole,Syrup,411.0,459.45,Caremed Pvt Ltd,2027-07-09,16-11-2025,100.0,No,299.0,Shelf 2,413.0,Safe
MED7976,Insulin,Capsule,428.0,433.37,Caremed Pvt Ltd,2027-02-19,05-06-2025,12.0,Yes,269.0,Shelf 2,273.0,Safe
MED7977,Vitamin C,Capsule,419.0,286.61,Medisupply Co.,2028-03-15,30-04-2025,79.0,Yes,192.0,Shelf 1,663.0,Safe
MED7978,Omeprazole,Syrup,413.0,196.17,Healthcare Distributors,2026-11-15,21-07-2025,64.0,No,291.0,Rack B,177.0,Safe
MED7979,Vitamin C,Capsule,150.0,158.25,Wellness Pharma,2026-10-06,06-05-2025,52.0,Yes,107.0,Rack A,137.0,Safe
MED7980,Metfromin,Tablet,324.0,192.72,Healthcare Distributors,2027-04-04,28-04-2025,35.0,Yes,65.0,Rack A,317.0,Safe
MED7981,Vitamin C,Syrup,54.0,49.82,Medisupply Co.,2026-08-31,07-08-2025,58.0,Yes,125.0,Shelf 1,101.0,Safe
MED7982,Dolo 678,Tablet,236.0,332.49,Healthcare Distributors,2028-12-31,26-08-2025,99.0,Yes,115.0,Shelf 1,954.0,Safe
MED7983,Insulin,Capsule,203.0,91.61,Healthcare Distributors,2026-09-08,29-05-2025,92.0,Yes,9.0,Cold Storage,109.0,Safe
MED7984,Paracetamol,Capsule,180.0,490.95,Medisupply Co.,2027-06-12,07-06-2025,68.0,No,297.0,Shelf 1,386.0,Safe
